sector,product group,product,Year,fiscal year,balance sheet generic term,balance sheet item,Value,Calculation1,numerical value,Calculation_numerical_value,Unit,supplement unit
Vegetable products,Grain,barley,2001,2001/02,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,oats,2001,2001/02,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,triticale,2001,2001/02,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,corn,2001,2001/02,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2001,2001/02,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2001,2001/02,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,rye,2001,2001/02,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,barley,2001,2001/02,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,oats,2001,2001/02,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,triticale,2001,2001/02,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,corn,2001,2001/02,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2002,2002/03,production,domestically produced feed,20720,20720,20720,20720,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2002,2002/03,production,domestically produced feed,26,26,26,26,1 000 tons,product weight
Vegetable products,Grain,rye,2002,2002/03,production,domestically produced feed,3700,3700,3700,3700,1 000 tons,product weight
Vegetable products,Grain,barley,2002,2002/03,production,domestically produced feed,10906,10906,10906,10906,1 000 tons,product weight
Vegetable products,Grain,oats,2002,2002/03,production,domestically produced feed,1107,1107,1107,1107,1 000 tons,product weight
Vegetable products,Grain,triticale,2002,2002/03,production,domestically produced feed,3050,3050,3050,3050,1 000 tons,product weight
Vegetable products,Grain,corn,2002,2002/03,production,domestically produced feed,3738,3738,3738,3738,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2002,2002/03,opening inventory,opening inventory,2634,2634,2634,2634,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2002,2002/03,opening inventory,opening inventory,93,93,93,93,1 000 tons,product weight
Vegetable products,Grain,rye,2002,2002/03,opening inventory,opening inventory,5533,5533,5533,5533,1 000 tons,product weight
Vegetable products,Grain,barley,2002,2002/03,opening inventory,opening inventory,3591,3591,3591,3591,1 000 tons,product weight
Vegetable products,Grain,oats,2002,2002/03,opening inventory,opening inventory,241,241,241,241,1 000 tons,product weight
Vegetable products,Grain,triticale,2002,2002/03,opening inventory,opening inventory,326,326,326,326,1 000 tons,product weight
Vegetable products,Grain,corn,2002,2002/03,opening inventory,opening inventory,675,675,675,675,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2002,2002/03,ending stock,ending stock,2859,2859,2859,2859,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2002,2002/03,ending stock,ending stock,92,92,92,92,1 000 tons,product weight
Vegetable products,Grain,rye,2002,2002/03,ending stock,ending stock,5466,5466,5466,5466,1 000 tons,product weight
Vegetable products,Grain,barley,2002,2002/03,ending stock,ending stock,1936,1936,1936,1936,1 000 tons,product weight
Vegetable products,Grain,oats,2002,2002/03,ending stock,ending stock,217,217,217,217,1 000 tons,product weight
Vegetable products,Grain,triticale,2002,2002/03,ending stock,ending stock,266,266,266,266,1 000 tons,product weight
Vegetable products,Grain,corn,2002,2002/03,ending stock,ending stock,915,915,915,915,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2002,2002/03,import,import,2579,2579,2579,2579,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2002,2002/03,import,import,929,929,929,929,1 000 tons,product weight
Vegetable products,Grain,rye,2002,2002/03,import,import,91,91,91,91,1 000 tons,product weight
Vegetable products,Grain,barley,2002,2002/03,import,import,1287,1287,1287,1287,1 000 tons,product weight
Vegetable products,Grain,oats,2002,2002/03,import,import,147,147,147,147,1 000 tons,product weight
Vegetable products,Grain,triticale,2002,2002/03,import,import,4,4,4,4,1 000 tons,product weight
Vegetable products,Grain,corn,2002,2002/03,import,import,2632,2632,2632,2632,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2002,2002/03,export,export,6667,6667,6667,6667,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2002,2002/03,export,export,112,112,112,112,1 000 tons,product weight
Vegetable products,Grain,rye,2002,2002/03,export,export,1215,1215,1215,1215,1 000 tons,product weight
Vegetable products,Grain,barley,2002,2002/03,export,export,3920,3920,3920,3920,1 000 tons,product weight
Vegetable products,Grain,oats,2002,2002/03,export,export,86,86,86,86,1 000 tons,product weight
Vegetable products,Grain,triticale,2002,2002/03,export,export,244,244,244,244,1 000 tons,product weight
Vegetable products,Grain,corn,2002,2002/03,export,export,1588,1588,1588,1588,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2002,2002/03,detail position,total domestic use,16407,16407,16407,16407,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2002,2002/03,detail position,total domestic use,844,844,844,844,1 000 tons,product weight
Vegetable products,Grain,rye,2002,2002/03,detail position,total domestic use,2643,2643,2643,2643,1 000 tons,product weight
Vegetable products,Grain,barley,2002,2002/03,detail position,total domestic use,9928,9928,9928,9928,1 000 tons,product weight
Vegetable products,Grain,oats,2002,2002/03,detail position,total domestic use,1192,1192,1192,1192,1 000 tons,product weight
Vegetable products,Grain,triticale,2002,2002/03,detail position,total domestic use,2870,2870,2870,2870,1 000 tons,product weight
Vegetable products,Grain,corn,2002,2002/03,detail position,total domestic use,4542,4542,4542,4542,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2002,2002/03,detail position,seed,532,532,532,532,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2002,2002/03,detail position,seed,2,2,2,2,1 000 tons,product weight
Vegetable products,Grain,rye,2002,2002/03,detail position,seed,55,55,55,55,1 000 tons,product weight
Vegetable products,Grain,barley,2002,2002/03,detail position,seed,317,317,317,317,1 000 tons,product weight
Vegetable products,Grain,oats,2002,2002/03,detail position,seed,42,42,42,42,1 000 tons,product weight
Vegetable products,Grain,triticale,2002,2002/03,detail position,seed,75,75,75,75,1 000 tons,product weight
Vegetable products,Grain,corn,2002,2002/03,detail position,seed,53,53,53,53,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2002,2002/03,detail position,lining,8617,8617,8617,8617,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2002,2002/03,detail position,lining,2,2,2,2,1 000 tons,product weight
Vegetable products,Grain,rye,2002,2002/03,detail position,lining,1563,1563,1563,1563,1 000 tons,product weight
Vegetable products,Grain,barley,2002,2002/03,detail position,lining,6835,6835,6835,6835,1 000 tons,product weight
Vegetable products,Grain,oats,2002,2002/03,detail position,lining,923,923,923,923,1 000 tons,product weight
Vegetable products,Grain,triticale,2002,2002/03,detail position,lining,2701,2701,2701,2701,1 000 tons,product weight
Vegetable products,Grain,corn,2002,2002/03,detail position,lining,2825,2825,2825,2825,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2002,2002/03,detail position,losses,501,501,501,501,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2002,2002/03,detail position,losses,16,16,16,16,1 000 tons,product weight
Vegetable products,Grain,rye,2002,2002/03,detail position,losses,98,98,98,98,1 000 tons,product weight
Vegetable products,Grain,barley,2002,2002/03,detail position,losses,278,278,278,278,1 000 tons,product weight
Vegetable products,Grain,oats,2002,2002/03,detail position,losses,28,28,28,28,1 000 tons,product weight
Vegetable products,Grain,triticale,2002,2002/03,detail position,losses,61,61,61,61,1 000 tons,product weight
Vegetable products,Grain,corn,2002,2002/03,detail position,losses,115,115,115,115,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2002,2002/03,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2002,2002/03,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,rye,2002,2002/03,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,barley,2002,2002/03,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,oats,2002,2002/03,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,triticale,2002,2002/03,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,corn,2002,2002/03,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2002,2002/03,detail position,consumption,6199,6199,6199,6199,1 000 tons,grain value
Vegetable products,Grain,durum wheat,2002,2002/03,detail position,consumption,824,824,824,824,1 000 tons,grain value
Vegetable products,Grain,rye,2002,2002/03,detail position,consumption,910,910,910,910,1 000 tons,grain value
Vegetable products,Grain,barley,2002,2002/03,detail position,consumption,176,176,176,176,1 000 tons,grain value
Vegetable products,Grain,oats,2002,2002/03,detail position,consumption,199,199,199,199,1 000 tons,grain value
Vegetable products,Grain,triticale,2002,2002/03,detail position,consumption,0,0,0,0,1 000 tons,grain value
Vegetable products,Grain,corn,2002,2002/03,detail position,consumption,1031,1031,1031,1031,1 000 tons,grain value
Vegetable products,Grain,soft wheat,2002,2002/03,detail position,consumption in kg per capita,,,,,kilogram,grain value
Vegetable products,Grain,durum wheat,2002,2002/03,detail position,consumption in kg per capita,,,,,kilogram,grain value
Vegetable products,Grain,rye,2002,2002/03,detail position,consumption in kg per capita,,,,,kilogram,grain value
Vegetable products,Grain,barley,2002,2002/03,detail position,consumption in kg per capita,,,,,1 000 tons,grain value
Vegetable products,Grain,oats,2002,2002/03,detail position,consumption in kg per capita,,,,,1 000 tons,grain value
Vegetable products,Grain,triticale,2002,2002/03,detail position,consumption in kg per capita,,,,,1 000 tons,grain value
Vegetable products,Grain,corn,2002,2002/03,detail position,consumption in kg per capita,,,,,kilogram,grain value
Vegetable products,Grain,soft wheat,2002,2002/03,detail position,food consumption % yield,80.3194,80.3194,80.3194,80.3194,%,
Vegetable products,Grain,durum wheat,2002,2002/03,detail position,food consumption % yield,70.8738,70.8738,70.8738,70.8738,%,
Vegetable products,Grain,rye,2002,2002/03,detail position,food consumption % yield,87.033,87.033,87.033,87.033,%,
Vegetable products,Grain,barley,2002,2002/03,detail position,food consumption % yield,75,75,75,75,%,
Vegetable products,Grain,oats,2002,2002/03,detail position,food consumption % yield,77.3869,77.3869,77.3869,77.3869,%,
Vegetable products,Grain,triticale,2002,2002/03,detail position,food consumption % yield,0,0,0,0,%,
Vegetable products,Grain,corn,2002,2002/03,detail position,food consumption % yield,62.0757,62.0757,62.0757,62.0757,%,
Vegetable products,Grain,soft wheat,2002,2002/03,consumption,consumption,4979,4979,4979,4979,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2002,2002/03,consumption,consumption,584,584,584,584,1 000 tons,product weight
Vegetable products,Grain,rye,2002,2002/03,consumption,consumption,792,792,792,792,1 000 tons,product weight
Vegetable products,Grain,barley,2002,2002/03,consumption,consumption,132,132,132,132,1 000 tons,product weight
Vegetable products,Grain,oats,2002,2002/03,consumption,consumption,154,154,154,154,1 000 tons,product weight
Vegetable products,Grain,triticale,2002,2002/03,consumption,consumption,0,0,0,0,1 000 tons,product weight
Vegetable products,Grain,corn,2002,2002/03,consumption,consumption,640,640,640,640,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2002,2002/03,consumption per head,consumption in kg per capita,60.3245,60.3245,60.3245,60.3245,kilogram,flour value
Vegetable products,Grain,durum wheat,2002,2002/03,consumption per head,consumption in kg per capita,7.07561,7.07561,7.07561,7.07561,kilogram,flour value
Vegetable products,Grain,rye,2002,2002/03,consumption per head,consumption in kg per capita,9.5957,9.5957,9.5957,9.5957,kilogram,flour value
Vegetable products,Grain,barley,2002,2002/03,consumption per head,consumption in kg per capita,1.59928,1.59928,1.59928,1.59928,kilogram,flour value
Vegetable products,Grain,oats,2002,2002/03,consumption per head,consumption in kg per capita,1.86583,1.86583,1.86583,1.86583,kilogram,flour value
Vegetable products,Grain,triticale,2002,2002/03,consumption per head,consumption in kg per capita,0,0,0,0,kilogram,flour value
Vegetable products,Grain,corn,2002,2002/03,consumption per head,consumption in kg per capita,7.7541,7.7541,7.7541,7.7541,kilogram,flour value
Vegetable products,Grain,soft wheat,2002,2002/03,degree of self-sufficiency,degree of self-sufficiency in %,126.288,126.288,126.288,126.288,%,
Vegetable products,Grain,durum wheat,2002,2002/03,degree of self-sufficiency,degree of self-sufficiency in %,3.08057,3.08057,3.08057,3.08057,%,
Vegetable products,Grain,rye,2002,2002/03,degree of self-sufficiency,degree of self-sufficiency in %,139.992,139.992,139.992,139.992,%,
Vegetable products,Grain,barley,2002,2002/03,degree of self-sufficiency,degree of self-sufficiency in %,109.851,109.851,109.851,109.851,%,
Vegetable products,Grain,oats,2002,2002/03,degree of self-sufficiency,degree of self-sufficiency in %,92.8691,92.8691,92.8691,92.8691,%,
Vegetable products,Grain,triticale,2002,2002/03,degree of self-sufficiency,degree of self-sufficiency in %,106.272,106.272,106.272,106.272,%,
Vegetable products,Grain,corn,2002,2002/03,degree of self-sufficiency,degree of self-sufficiency in %,82.2985,82.2985,82.2985,82.2985,%,
Vegetable products,Grain,soft wheat,2002,2002/03,detail position,domestically produced feed,,,,,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2002,2002/03,detail position,domestically produced feed,,,,,1 000 tons,product weight
